Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price,color_ord
26069,1.5,Good,2,F,SI2,2,8820,5
26070,0.3,Ideal,5,D,VS2,5,670,5
26071,0.24,Very Good,3,E,VVS2,6,552,5
26072,0.32,Ideal,5,E,VS2,5,702,5
26073,1.13,Ideal,5,G,VS2,5,7016,4
26074,0.51,Good,2,E,SI1,3,1624,5
26075,2.39,Ideal,5,I,VS2,5,17955,4
26076,0.7,Very Good,3,F,VS2,5,2473,5
26077,2.12,Ideal,5,I,SI1,3,12284,4
26078,0.5,Ideal,5,E,VS2,5,1629,5
26079,0.5,Good,2,E,SI1,3,1331,5
26080,1.02,Premium,4,D,VS1,4,8181,5
26081,1.7,Premium,4,G,SI1,3,9777,4
26082,1.2,Very Good,3,D,SI2,2,5451,5
26083,1.05,Ideal,5,H,SI1,3,5704,4
26084,0.43,Ideal,5,G,SI1,3,951,4
26085,0.31,Very Good,3,G,VVS1,7,778,4
26086,2.3,Premium,4,J,SI1,3,12499,4
26087,0.33,Premium,4,E,VS2,5,723,5
26088,0.31,Premium,4,D,SI1,3,732,5
26089,0.9,Premium,4,F,VS2,5,4838,5
26090,2.05,Premium,4,I,SI2,2,9850,4
26091,0.32,Ideal,5,I,VVS2,6,720,4
26092,1.14,Premium,4,G,SI1,3,5273,4
26093,0.32,Very Good,3,D,SI1,3,756,5
26094,1.01,Premium,4,H,VS2,5,5166,4
26095,1.04,Ideal,5,H,SI2,2,3786,4
26096,0.3,Ideal,5,H,VVS1,7,665,4
26097,0.71,Premium,4,F,VS1,4,2839,5
26098,0.57,Ideal,5,F,VVS2,6,2339,5
26099,1.23,Premium,4,F,VS2,5,9122,5
26100,1.02,Ideal,5,H,VS2,5,5312,4
26101,1.0,Premium,4,F,SI1,3,5197,5
26102,0.25,Ideal,5,G,VS1,4,438,4
26103,0.51,Premium,4,E,SI1,3,1443,5
26104,1.0,Premium,4,G,SI1,3,4816,4
26105,0.44,Premium,4,E,VS2,5,1003,5
26106,1.5,Ideal,5,G,SI1,3,11180,4
26107,0.35,Ideal,5,H,VS1,4,646,4
26108,1.54,Ideal,5,H,VVS2,6,12061,4
26109,0.7,Premium,4,E,VS2,5,2822,5
26110,1.2,Very Good,3,J,VS1,4,5257,4
26111,0.7,Very Good,3,I,VVS1,7,2565,4
26112,1.01,Premium,4,G,VVS2,6,8016,4
26113,0.71,Ideal,5,H,SI1,3,2368,4
26114,1.08,Premium,4,G,VS2,5,6532,4
26115,0.59,Premium,4,H,VVS1,7,1982,4
26116,0.37,Ideal,5,E,SI1,3,606,5
26117,0.24,Very Good,3,E,VVS1,7,485,5
26118,0.31,Ideal,5,H,VVS2,6,625,4
26119,2.08,Good,2,I,SI2,2,11313,4
26120,0.4,Very Good,3,G,IF,8,1173,4
26121,0.3,Very Good,3,E,VVS1,7,862,5
26122,1.21,Good,2,I,VS2,5,5290,4
26123,1.02,Ideal,5,G,VS1,4,7574,4
26124,0.92,Good,2,D,SI2,2,3277,5
26125,0.72,Ideal,5,J,SI1,3,2154,4
26126,0.8,Premium,4,G,SI2,2,2484,4
26127,1.16,Premium,4,G,SI2,2,4969,4
26128,0.9,Ideal,5,H,VS1,4,5013,4
26129,1.02,Premium,4,H,I1,1,3199,4
26130,0.71,Ideal,5,I,VS2,5,2272,4
26131,0.58,Very Good,3,E,VS2,5,1608,5
26132,0.5,Very Good,3,E,VVS2,6,2003,5
26133,0.9,Premium,4,J,SI1,3,2873,4
26134,0.32,Premium,4,I,VS1,4,648,4
26135,1.03,Very Good,3,H,SI1,3,4836,4
26136,0.3,Ideal,5,E,VVS2,6,721,5
26137,1.17,Premium,4,F,SI2,2,4167,5
26138,0.3,Very Good,3,H,SI1,3,432,4
26139,1.5,Premium,4,J,SI1,3,6806,4
26140,0.31,Ideal,5,H,VS1,4,698,4
26141,0.7,Very Good,3,I,SI2,2,1876,4
26142,1.61,Ideal,5,D,VS2,5,18318,5
26143,1.0,Very Good,3,F,VVS2,6,8467,5
26144,0.52,Ideal,5,I,VS2,5,1214,4
26145,2.03,Very Good,3,E,SI2,2,16412,5
26146,0.77,Premium,4,G,SI1,3,2563,4
26147,0.55,Ideal,5,D,VS2,5,2030,5
26148,0.31,Ideal,5,G,SI1,3,627,4
26149,1.75,Premium,4,D,SI2,2,13363,5
26150,0.32,Very Good,3,G,VS1,4,828,4
26151,0.77,Ideal,5,D,SI2,2,2896,5
26152,1.7,Very Good,3,J,SI1,3,7713,4
26153,0.32,Premium,4,D,SI1,3,756,5
26154,1.62,Very Good,3,J,SI2,2,7072,4
26155,1.25,Very Good,3,H,SI2,2,5775,4
26156,0.89,Premium,4,H,VS1,4,3489,4
26157,1.5,Good,2,F,SI2,2,9028,5
26158,0.31,Ideal,5,D,VS2,5,734,5
26159,0.4,Premium,4,D,VVS2,6,1263,5
26160,0.24,Very Good,3,E,VVS1,7,552,5
26161,1.02,Good,2,H,SI2,2,4517,4
26162,0.51,Good,2,G,VVS2,6,1800,4
26163,1.0,Premium,4,G,VS1,4,7164,4
26164,0.72,Ideal,5,I,VS1,4,2265,4
26165,1.13,Ideal,5,I,VS2,5,5031,4
26166,0.28,Very Good,3,E,IF,8,688,5
26167,1.03,Premium,4,G,VVS2,6,7729,4
26168,0.74,Premium,4,E,SI2,2,2002,5
26169,0.26,Ideal,5,E,VVS2,6,597,5
26170,0.34,Very Good,3,E,SI1,3,596,5
26171,0.45,Good,2,H,VVS1,7,1180,4
26172,1.7,Ideal,5,I,SI1,3,11228,4
26173,1.41,Premium,4,G,SI1,3,8572,4
26174,1.24,Premium,4,F,VS1,4,9916,5
26175,0.41,Premium,4,G,SI1,3,923,4
26176,1.07,Ideal,5,F,VS1,4,7850,5
26177,0.9,Ideal,5,G,SI2,2,3500,4
26178,0.7,Very Good,3,D,VS2,5,3053,5
26179,1.16,Fair,1,H,SI2,2,4222,4
26180,0.58,Premium,4,G,SI1,3,1949,4
26181,0.4,Premium,4,D,VS2,5,982,5
26182,2.25,Premium,4,H,SI1,3,17233,4
26183,1.11,Ideal,5,G,VS2,5,6857,4
26184,0.24,Very Good,3,E,VVS2,6,485,5
26185,0.64,Ideal,5,D,SI1,3,1991,5
26186,0.7,Ideal,5,G,VVS2,6,2858,4
26187,1.04,Ideal,5,I,SI1,3,4344,4
26188,0.34,Premium,4,F,SI2,2,574,5
26189,0.91,Fair,1,J,SI1,3,2390,4
26190,2.51,Fair,1,H,SI2,2,18308,4
26191,0.7,Premium,4,F,VVS2,6,3018,5
26192,0.7,Ideal,5,E,VS1,4,3472,5
26193,0.53,Ideal,5,I,VS2,5,1279,4
26194,1.57,Premium,4,G,SI1,3,10914,4
26195,0.31,Ideal,5,I,SI1,3,523,4
26196,2.0,Good,2,J,VS2,5,13542,4
26197,1.0,Very Good,3,G,VS2,5,6296,4
26198,0.32,Ideal,5,G,SI2,2,540,4
26199,0.46,Ideal,5,I,SI1,3,850,4
26200,0.7,Premium,4,F,SI2,2,1890,5
26201,0.31,Ideal,5,G,IF,8,840,4
26202,0.31,Very Good,3,E,SI1,3,698,5
26203,0.9,Good,2,D,VS2,5,4717,5
26204,0.72,Ideal,5,F,SI2,2,2074,5
26205,0.43,Ideal,5,D,SI2,2,716,5
26206,0.4,Premium,4,E,SI1,3,907,5
26207,1.5,Ideal,5,I,VS1,4,9533,4
26208,0.43,Ideal,5,J,VS1,4,706,4
26209,0.58,Premium,4,G,VVS2,6,2095,4
26210,0.54,Ideal,5,H,VVS1,7,1875,4
26211,0.52,Very Good,3,G,VS1,4,1581,4
26212,0.91,Premium,4,D,SI2,2,4051,5
26213,0.31,Ideal,5,D,VS1,4,913,5
26214,0.3,Premium,4,E,SI2,2,540,5
26215,0.72,Very Good,3,I,VS2,5,2393,4
26216,1.32,Ideal,5,G,SI2,2,6409,4
26217,0.9,Ideal,5,G,VS2,5,4561,4
26218,0.44,Ideal,5,H,SI1,3,1069,4
26219,0.52,Ideal,5,E,SI1,3,1429,5
26220,1.52,Premium,4,I,SI2,2,6214,4
26221,0.7,Good,2,E,VS1,4,3148,5
26222,0.41,Ideal,5,E,SI1,3,969,5
26223,1.32,Premium,4,F,SI2,2,6541,5
26224,0.39,Good,2,G,VS2,5,787,4
26225,0.57,Ideal,5,G,VS2,5,1608,4
26226,0.49,Premium,4,G,VS2,5,1240,4
26227,0.32,Ideal,5,D,VVS2,6,1030,5
26228,1.52,Ideal,5,J,VVS2,6,9541,4
26229,0.72,Premium,4,G,SI2,2,2364,4
26230,0.52,Ideal,5,E,SI1,3,1341,5
26231,1.51,Very Good,3,G,SI2,2,8637,4
26232,1.12,Ideal,5,F,VS2,5,8251,5
26233,1.22,Ideal,5,F,VS1,4,9633,5
26234,0.3,Very Good,3,E,VS2,5,544,5
26235,0.82,Ideal,5,F,VS2,5,3453,5
26236,0.52,Ideal,5,H,SI2,2,956,4
26237,1.11,Ideal,5,H,SI1,3,5395,4
26238,0.44,Premium,4,G,SI1,3,772,4
26239,0.71,Premium,4,G,VS2,5,2694,4
26240,0.74,Very Good,3,G,SI2,2,2505,4
26241,0.46,Ideal,5,E,VS1,4,1834,5
26242,1.01,Ideal,5,F,SI1,3,4829,5
26243,0.3,Ideal,5,H,VVS2,6,776,4
26244,0.71,Ideal,5,E,SI1,3,2612,5
26245,0.4,Premium,4,E,SI1,3,945,5
26246,1.0,Very Good,3,H,SI2,2,4379,4
26247,0.73,Premium,4,D,SI1,3,2865,5
26248,0.53,Very Good,3,G,SI2,2,1070,4
26249,0.56,Premium,4,E,VS2,5,1668,5
26250,1.53,Premium,4,I,SI1,3,8911,4
26251,0.7,Premium,4,F,SI2,2,2373,5
26252,0.37,Fair,1,D,IF,8,1440,5
26253,0.9,Premium,4,F,SI2,2,3803,5
26254,0.52,Ideal,5,G,VVS2,6,1784,4
26255,0.32,Premium,4,F,VVS2,6,806,5
26256,0.71,Ideal,5,E,VS2,5,2982,5
26257,0.41,Ideal,5,G,VVS2,6,1007,4
26258,0.39,Very Good,3,I,VS2,5,712,4
26259,1.31,Premium,4,H,VS2,5,7550,4
26260,0.31,Ideal,5,E,SI1,3,516,5
26261,1.01,Premium,4,G,VS2,5,5864,4
26262,0.74,Fair,1,F,VS2,5,2805,5
26263,1.51,Premium,4,J,VS2,5,7553,4
26264,1.51,Ideal,5,H,VS2,5,10959,4
26265,2.01,Very Good,3,H,SI1,3,14725,4
26266,0.34,Good,2,H,VS2,5,537,4
26267,0.3,Ideal,5,H,VS1,4,675,4
26268,1.02,Very Good,3,E,IF,8,10029,5
26269,0.72,Ideal,5,E,SI1,3,2897,5
26270,0.4,Premium,4,D,VVS2,6,1323,5
26271,0.41,Premium,4,E,SI1,3,904,5
26272,0.81,Ideal,5,J,SI2,2,2100,4
26273,0.5,Premium,4,E,VS2,5,1629,5
26274,0.32,Ideal,5,D,VS2,5,1066,5
26275,0.72,Ideal,5,G,SI2,2,2451,4
26276,0.52,Ideal,5,H,VVS1,7,1767,4
26277,1.22,Ideal,5,I,SI1,3,5124,4
26278,1.01,Premium,4,F,VS2,5,6533,5
26279,0.3,Premium,4,G,VVS2,6,878,4
26280,1.06,Good,2,E,SI2,2,4321,5
26281,1.11,Ideal,5,H,SI1,3,5688,4
26282,0.9,Very Good,3,E,SI1,3,4034,5
26283,1.56,Very Good,3,F,SI1,3,12207,5
26284,0.79,Ideal,5,E,SI1,3,3715,5
26285,0.7,Premium,4,I,VS2,5,2154,4
26286,0.42,Ideal,5,E,VS1,4,1372,5
26287,0.78,Good,2,G,SI2,2,1720,4
26288,0.91,Very Good,3,E,SI1,3,4138,5
26289,0.35,Premium,4,G,VVS2,6,1024,4
26290,0.31,Ideal,5,H,VS1,4,698,4
26291,0.7,Premium,4,E,VS2,5,2862,5
26292,1.06,Ideal,5,H,SI1,3,4196,4
26293,0.31,Very Good,3,H,VS2,5,628,4
26294,1.11,Good,2,I,VVS2,6,5221,4
26295,1.01,Very Good,3,D,VS2,5,6563,5
26296,0.72,Ideal,5,E,VS2,5,2962,5
26297,0.53,Ideal,5,G,VS2,5,1577,4
26298,0.3,Ideal,5,F,IF,8,886,5
26299,0.46,Ideal,5,G,VVS1,7,1412,4
26300,2.01,Good,2,I,SI1,3,14597,4
26301,0.38,Very Good,3,D,VVS2,6,1200,5
26302,0.9,Very Good,3,D,SI1,3,4381,5
26303,0.44,Premium,4,E,VVS2,6,1274,5
26304,1.24,Very Good,3,H,SI2,2,5725,4
26305,0.71,Very Good,3,E,VS1,4,3009,5
26306,1.52,Premium,4,H,SI1,3,9959,4
26307,0.53,Premium,4,D,VS2,5,1956,5
26308,0.4,Ideal,5,E,VVS2,6,1166,5
26309,0.5,Very Good,3,F,VS2,5,1436,5
26310,1.01,Premium,4,G,SI2,2,4249,4
26311,0.76,Ideal,5,E,VVS1,7,5056,5
26312,1.12,Very Good,3,G,SI2,2,5504,4
26313,0.97,Ideal,5,H,SI2,2,3694,4
26314,0.55,Ideal,5,F,VVS2,6,2294,5
26315,0.91,Very Good,3,F,SI1,3,3936,5
26316,0.51,Ideal,5,H,IF,8,1879,4
26317,0.92,Ideal,5,H,IF,8,5758,4
26318,0.92,Very Good,3,D,VVS2,6,7150,5
26319,1.44,Fair,1,H,VS1,4,7338,4
26320,0.82,Premium,4,E,SI2,2,2861,5
26321,0.3,Premium,4,E,SI1,3,675,5
26322,0.48,Ideal,5,G,IF,8,1859,4
26323,0.52,Ideal,5,D,VVS1,7,3218,5
26324,0.5,Ideal,5,G,SI2,2,1080,4
26325,0.36,Ideal,5,F,VS1,4,862,5
26326,0.77,Very Good,3,H,SI2,2,2293,4
26327,0.92,Good,2,E,SI1,3,4258,5
26328,0.51,Premium,4,F,SI2,2,1052,5
26329,1.01,Very Good,3,G,VS2,5,5919,4
26330,2.02,Premium,4,G,SI1,3,17579,4
26331,0.32,Ideal,5,D,VVS2,6,809,5
26332,0.91,Ideal,5,F,SI2,2,3763,5
26333,1.02,Ideal,5,E,VS1,4,8545,5
26334,1.24,Premium,4,H,SI1,3,6729,4
26335,0.54,Ideal,5,G,VS1,4,1847,4
26336,0.3,Ideal,5,H,VVS1,7,665,4
26337,0.73,Very Good,3,E,VS2,5,3184,5
26338,0.38,Ideal,5,G,SI1,3,855,4
26339,0.55,Ideal,5,G,VS2,5,1634,4
26340,0.57,Very Good,3,G,VS2,5,1633,4
26341,1.52,Good,2,G,SI2,2,7933,4
26342,0.5,Very Good,3,E,VS1,4,1806,5
26343,0.51,Ideal,5,E,VS2,5,1781,5
26344,1.56,Premium,4,J,SI2,2,6306,4
26345,0.31,Premium,4,I,SI1,3,523,4
26346,1.02,Ideal,5,H,SI1,3,5079,4
26347,0.25,Very Good,3,F,VS1,4,436,5
26348,1.55,Premium,4,J,VS1,4,7733,4
26349,0.4,Ideal,5,G,SI2,2,745,4
26350,0.32,Premium,4,G,VS2,5,720,4
26351,1.01,Premium,4,F,VS1,4,6999,5
26352,0.4,Very Good,3,I,VS1,4,882,4
26353,1.22,Ideal,5,H,VS1,4,7738,4
26354,0.55,Ideal,5,E,SI1,3,1668,5
26355,0.9,Ideal,5,F,SI1,3,4324,5
26356,1.12,Premium,4,H,SI2,2,4077,4
26357,0.31,Ideal,5,F,SI1,3,707,5
26358,0.33,Ideal,5,G,VVS2,6,752,4
26359,0.41,Ideal,5,H,VS2,5,1163,4
26360,0.32,Ideal,5,H,VVS1,7,730,4
26361,0.31,Ideal,5,G,VS1,4,802,4
26362,0.36,Ideal,5,D,VS2,5,1094,5
26363,0.55,Ideal,5,F,VS2,5,1692,5
26364,1.2,Ideal,5,E,VVS2,6,11883,5
26365,1.03,Ideal,5,F,SI1,3,6044,5
26366,1.07,Ideal,5,D,VS1,4,9077,5
26367,0.52,Ideal,5,H,VS1,4,1598,4
26368,1.17,Ideal,5,F,SI1,3,5944,5
26369,0.36,Ideal,5,E,VS2,5,789,5
26370,1.01,Good,2,D,SI2,2,4260,5
26371,0.71,Ideal,5,G,VS1,4,2930,4
26372,0.4,Good,2,H,SI2,2,561,4
26373,0.33,Ideal,5,I,VVS1,7,570,4
26374,0.3,Very Good,3,G,VVS2,6,878,4
26375,1.1,Ideal,5,H,VVS2,6,6616,4
26376,0.32,Ideal,5,D,VS1,4,707,5
26377,0.42,Very Good,3,G,SI1,3,687,4
26378,1.23,Premium,4,D,SI2,2,4470,5
26379,1.06,Ideal,5,G,VS2,5,6809,4
26380,0.9,Very Good,3,D,SI1,3,5123,5
26381,0.91,Premium,4,H,VS2,5,4293,4
26382,0.5,Good,2,G,VVS2,6,1715,4
26383,0.7,Ideal,5,G,SI1,3,2074,4
26384,0.4,Ideal,5,H,VS2,5,800,4
26385,0.75,Ideal,5,E,SI1,3,3419,5
26386,0.76,Premium,4,F,SI2,2,2491,5
26387,1.56,Premium,4,F,SI2,2,6971,5
26388,0.4,Ideal,5,G,VVS1,7,1043,4
26389,0.31,Very Good,3,F,VVS1,7,767,5
26390,0.54,Very Good,3,G,VVS2,6,1751,4
26391,0.34,Very Good,3,G,SI1,3,650,4
26392,1.69,Ideal,5,H,VS1,4,13882,4
26393,1.13,Ideal,5,E,SI1,3,6674,5
26394,0.5,Ideal,5,E,SI1,3,1415,5
26395,0.88,Very Good,3,I,VS1,4,2996,4
26396,0.52,Ideal,5,E,SI1,3,1713,5
26397,0.9,Very Good,3,E,VS2,5,4643,5
26398,0.41,Ideal,5,H,VVS2,6,899,4
26399,0.31,Ideal,5,F,IF,8,901,5
26400,0.5,Ideal,5,H,VVS2,6,1842,4
26401,2.26,Ideal,5,J,VS2,5,17010,4
26402,0.32,Ideal,5,D,VVS1,7,917,5
26403,0.3,Ideal,5,G,VVS1,7,764,4
26404,0.72,Very Good,3,I,VS2,5,2337,4
26405,0.75,Premium,4,E,VS2,5,3150,5
26406,0.83,Ideal,5,D,SI2,2,3774,5
26407,0.83,Good,2,J,SI1,3,2195,4
26408,1.01,Good,2,H,SI1,3,4749,4
26409,1.06,Premium,4,G,SI1,3,5113,4
26410,0.31,Premium,4,H,VS2,5,628,4
26411,0.32,Ideal,5,E,SI1,3,561,5
26412,0.32,Very Good,3,H,VS1,4,561,4
26413,0.52,Very Good,3,E,VS2,5,1689,5
26414,0.4,Very Good,3,H,SI1,3,666,4
26415,1.51,Very Good,3,D,VS2,5,14112,5
26416,0.32,Premium,4,E,VS2,5,900,5
26417,0.31,Ideal,5,G,VVS2,6,907,4
26418,1.01,Very Good,3,I,I1,1,2896,4
26419,0.71,Very Good,3,H,VVS1,7,2938,4
26420,0.57,Premium,4,H,SI1,3,1247,4
26421,0.38,Ideal,5,G,VS1,4,817,4
26422,0.33,Premium,4,E,SI1,3,743,5
26423,0.42,Premium,4,I,SI1,3,803,4
26424,0.3,Premium,4,D,VS2,5,710,5
26425,0.72,Premium,4,F,SI1,3,2360,5
26426,0.55,Ideal,5,G,IF,8,2398,4
26427,0.58,Ideal,5,E,VS2,5,1683,5
26428,1.09,Good,2,H,SI1,3,4784,4
26429,0.73,Good,2,E,SI1,3,2796,5
26430,0.55,Ideal,5,I,VVS1,7,1712,4
26431,1.0,Good,2,I,SI1,3,4273,4
26432,0.32,Ideal,5,G,IF,8,1020,4
26433,1.02,Very Good,3,H,SI1,3,5131,4
26434,0.59,Ideal,5,F,SI2,2,1221,5
26435,1.5,Premium,4,G,SI2,2,6224,4
26436,0.41,Premium,4,E,VS1,4,1079,5
26437,0.33,Ideal,5,G,VVS2,6,713,4
26438,1.1,Ideal,5,G,VVS2,6,9148,4
26439,1.01,Premium,4,H,SI2,2,3733,4
26440,1.1,Very Good,3,G,IF,8,8592,4
26441,0.81,Ideal,5,G,IF,8,4751,4
26442,0.34,Ideal,5,E,VS1,4,805,5
26443,1.54,Very Good,3,I,VS2,5,8656,4
26444,1.24,Premium,4,G,VVS1,7,10485,4
26445,1.02,Very Good,3,G,VS1,4,6301,4
26446,0.31,Ideal,5,G,VVS2,6,671,4
26447,0.5,Very Good,3,E,SI1,3,1337,5
26448,0.84,Ideal,5,D,SI1,3,3265,5
26449,0.3,Ideal,5,G,IF,8,956,4
26450,0.34,Ideal,5,E,VVS1,7,1014,5
26451,0.35,Very Good,3,D,VVS2,6,1162,5
26452,1.03,Premium,4,H,SI1,3,4274,4
26453,0.34,Ideal,5,I,VS1,4,537,4
26454,0.41,Ideal,5,E,VVS2,6,1243,5
26455,0.27,Very Good,3,D,VVS1,7,544,5
26456,0.4,Ideal,5,F,VVS2,6,1163,5
26457,0.51,Ideal,5,F,VVS2,6,2203,5
26458,0.32,Good,2,J,SI1,3,374,4
26459,0.53,Ideal,5,H,SI1,3,1236,4
26460,1.6,Ideal,5,G,IF,8,16547,4
26461,0.72,Ideal,5,F,VS2,5,2956,5
26462,0.71,Ideal,5,G,VVS1,7,3332,4
26463,0.9,Ideal,5,F,VS2,5,4678,5
26464,1.09,Ideal,5,G,VVS1,7,9282,4
26465,0.33,Premium,4,G,VVS2,6,752,4
26466,0.54,Good,2,F,VS1,4,2090,5
26467,0.9,Very Good,3,I,IF,8,4596,4
26468,0.4,Ideal,5,E,SI1,3,737,5
26469,0.7,Very Good,3,F,SI1,3,2401,5
26470,0.41,Ideal,5,E,VVS1,7,1367,5
26471,0.49,Premium,4,F,VS2,5,1261,5
26472,1.08,Ideal,5,E,SI2,2,4989,5
26473,0.82,Very Good,3,F,SI2,2,2643,5
26474,0.79,Good,2,D,SI2,2,2539,5
26475,1.01,Premium,4,E,VS2,5,7522,5
26476,0.8,Premium,4,H,SI2,2,2346,4
26477,1.0,Fair,1,G,SI2,2,3027,4
26478,1.0,Ideal,5,G,VVS1,7,8366,4
26479,0.75,Good,2,D,SI1,3,3078,5
26480,1.01,Ideal,5,E,SI1,3,5372,5
26481,0.3,Premium,4,I,SI1,3,394,4
26482,0.74,Ideal,5,F,SI2,2,2623,5
26483,0.32,Premium,4,E,SI2,2,449,5
26484,0.32,Good,2,D,SI1,3,589,5
26485,1.0,Premium,4,G,VS1,4,6097,4
26486,0.9,Very Good,3,D,SI1,3,4693,5
26487,0.43,Ideal,5,G,VS1,4,941,4
26488,1.13,Ideal,5,F,SI2,2,4449,5
26489,0.56,Ideal,5,G,VS2,5,1585,4
26490,1.21,Premium,4,E,SI2,2,6065,5
26491,1.51,Ideal,5,H,SI1,3,9218,4
26492,1.63,Very Good,3,G,VS2,5,13253,4
26493,0.31,Very Good,3,G,SI1,3,462,4
26494,0.3,Premium,4,G,SI1,3,497,4
26495,1.01,Very Good,3,E,VS2,5,6399,5
26496,0.52,Ideal,5,F,VS1,4,1872,5
26497,0.53,Ideal,5,D,SI1,3,1683,5
26498,0.4,Good,2,F,VVS1,7,1287,5
26499,1.23,Premium,4,G,VS1,4,8919,4
26500,1.26,Very Good,3,H,SI1,3,6546,4
26501,1.14,Premium,4,I,SI1,3,4596,4
26502,0.32,Ideal,5,D,VVS2,6,1014,5
26503,0.72,Very Good,3,J,SI1,3,1866,4
26504,0.57,Ideal,5,G,VS1,4,2060,4
26505,1.56,Good,2,J,VS2,5,7094,4
26506,1.5,Good,2,G,SI2,2,9116,4
26507,1.25,Very Good,3,H,VS2,5,7414,4
26508,0.3,Premium,4,G,VVS1,7,1013,4
26509,0.3,Ideal,5,E,VVS1,7,956,5
26510,0.52,Ideal,5,H,VS2,5,1593,4
26511,1.0,Premium,4,H,VS2,5,4514,4
26512,2.04,Good,2,I,SI1,3,11820,4
26513,1.01,Very Good,3,E,SI2,2,4566,5
26514,0.25,Very Good,3,F,VVS2,6,576,5
26515,1.03,Ideal,5,E,VS2,5,7533,5
26516,0.52,Ideal,5,E,VS2,5,1646,5
26517,1.01,Ideal,5,J,VS2,5,4425,4
26518,0.32,Ideal,5,F,IF,8,943,5
26519,0.51,Very Good,3,E,SI2,2,1265,5
26520,0.31,Premium,4,G,VS2,5,544,4
26521,1.59,Ideal,5,H,VS1,4,14031,4
26522,1.2,Ideal,5,H,VS1,4,6814,4
26523,0.3,Premium,4,G,SI1,3,574,4
26524,0.33,Ideal,5,G,VS1,4,854,4
26525,0.71,Good,2,I,SI1,3,2165,4
26526,1.34,Very Good,3,I,SI1,3,6763,4
26527,1.1,Premium,4,I,SI2,2,3604,4
26528,0.3,Very Good,3,G,VVS2,6,638,4
26529,1.04,Ideal,5,H,VS2,5,5994,4
26530,0.9,Very Good,3,G,SI1,3,3597,4
26531,1.01,Very Good,3,E,SI1,3,5411,5
26532,1.06,Ideal,5,G,SI2,2,4578,4
26533,0.94,Premium,4,D,VS1,4,5980,5
26534,0.29,Ideal,5,F,VVS2,6,715,5
26535,2.25,Very Good,3,J,SI2,2,13597,4
26536,0.75,Premium,4,E,SI1,3,2760,5
26537,0.71,Good,2,F,VVS2,6,2956,5
26538,1.51,Premium,4,I,SI1,3,7989,4
26539,1.02,Ideal,5,D,IF,8,15575,5
26540,0.24,Ideal,5,F,VVS2,6,552,5
26541,1.2,Good,2,J,VS2,5,5053,4
26542,0.35,Ideal,5,D,VS2,5,829,5
26543,0.7,Good,2,E,SI2,2,2405,5
26544,0.9,Very Good,3,F,VS1,4,5167,5
26545,0.32,Very Good,3,D,SI1,3,756,5
26546,0.3,Ideal,5,D,VS2,5,710,5
26547,0.5,Premium,4,E,SI2,2,1240,5
26548,0.3,Good,2,H,VS1,4,526,4
26549,0.5,Good,2,E,SI1,3,1090,5
26550,1.01,Good,2,H,SI1,3,5544,4
26551,0.47,Premium,4,G,SI1,3,995,4
26552,0.31,Ideal,5,G,VS1,4,625,4
26553,0.74,Ideal,5,E,VVS2,6,4082,5
26554,1.03,Very Good,3,H,SI1,3,4520,4
26555,0.5,Ideal,5,I,VVS1,7,1747,4
26556,0.4,Ideal,5,G,VS1,4,1125,4
26557,1.64,Premium,4,E,SI2,2,8835,5
26558,0.96,Fair,1,F,I1,1,1917,5
26559,0.44,Ideal,5,H,IF,8,1177,4
26560,0.58,Very Good,3,E,VVS1,7,2568,5
26561,1.39,Premium,4,G,SI1,3,7991,4
26562,1.5,Premium,4,H,SI1,3,9576,4
26563,2.0,Very Good,3,H,SI2,2,14340,4
26564,0.73,Ideal,5,E,VS2,5,3470,5
26565,1.21,Premium,4,E,SI2,2,6223,5
26566,1.52,Very Good,3,I,SI1,3,9664,4
26567,0.42,Ideal,5,G,VVS1,7,1235,4
26568,0.3,Very Good,3,H,VVS2,6,559,4
26569,0.3,Ideal,5,F,VS2,5,567,5
26570,0.7,Very Good,3,I,SI1,3,2147,4
26571,0.25,Ideal,5,F,SI1,3,430,5
26572,0.9,Ideal,5,G,SI1,3,4008,4
26573,1.51,Very Good,3,I,SI2,2,7139,4
26574,0.35,Ideal,5,G,IF,8,1044,4
26575,0.52,Ideal,5,G,VS1,4,1815,4
26576,0.31,Ideal,5,G,SI1,3,563,4
26577,0.8,Very Good,3,H,SI1,3,2739,4
26578,0.5,Premium,4,F,SI1,3,1286,5
26579,0.78,Good,2,E,SI2,2,2379,5
26580,1.12,Premium,4,H,SI1,3,4994,4
26581,0.31,Very Good,3,G,VVS2,6,707,4
26582,0.74,Ideal,5,H,VS1,4,3030,4
26583,0.41,Very Good,3,I,VVS1,7,863,4
26584,2.01,Fair,1,H,SI2,2,12617,4
26585,0.33,Ideal,5,G,VVS2,6,761,4
26586,0.53,Ideal,5,D,VS2,5,1857,5
26587,0.72,Very Good,3,H,VS2,5,2444,4
26588,0.31,Very Good,3,E,VVS1,7,878,5
26589,1.1,Very Good,3,G,VS1,4,6951,4
26590,1.2,Premium,4,J,VS2,5,4435,4
26591,0.38,Premium,4,G,IF,8,1148,4
26592,0.42,Ideal,5,I,VS1,4,771,4
26593,0.73,Ideal,5,E,VS2,5,3328,5
26594,0.37,Premium,4,D,SI1,3,681,5
26595,0.5,Ideal,5,F,VVS2,6,1960,5
26596,1.66,Ideal,5,F,I1,1,6135,5
